epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,9793.03,0.85008,0.64042,1.03491,0.85737,0.84709,0.90044,0.70089,0.78507,0.60421,0.98418,0.0092872,0.0092872,0.0092872
38,10059.8,0.85007,0.63653,1.03298,0.84984,0.8535,0.90055,0.70161,0.78364,0.60066,0.98382,0.0092674,0.0092674,0.0092674
39,10326.9,0.84331,0.63045,1.0296,0.84718,0.85477,0.89913,0.69987,0.78435,0.60182,0.98488,0.0092476,0.0092476,0.0092476
40,10598.6,0.84158,0.62682,1.03001,0.84481,0.85768,0.89857,0.70052,0.78145,0.60202,0.9841,0.0092278,0.0092278,0.0092278
41,10869.5,0.83958,0.62669,1.03041,0.84717,0.85171,0.89927,0.7016,0.77954,0.6013,0.98335,0.009208,0.009208,0.009208
42,11137.6,0.83273,0.62205,1.02598,0.85473,0.84754,0.90075,0.70428,0.77812,0.59901,0.98294,0.0091882,0.0091882,0.0091882
43,11403.2,0.83511,0.62295,1.02691,0.84593,0.85432,0.89998,0.70197,0.77836,0.60038,0.98236,0.0091684,0.0091684,0.0091684
44,11668,0.83343,0.61863,1.02427,0.84222,0.85782,0.90031,0.70244,0.77722,0.59943,0.98175,0.0091486,0.0091486,0.0091486
45,11929.6,0.83293,0.61757,1.02584,0.85111,0.84996,0.89999,0.70316,0.77549,0.6004,0.98037,0.0091288,0.0091288,0.0091288
46,12194.2,0.82961,0.61191,1.0214,0.85531,0.84515,0.90051,0.704,0.77532,0.59816,0.98058,0.009109,0.009109,0.009109
47,12456.4,0.82747,0.61134,1.02169,0.85812,0.84224,0.90018,0.70394,0.77565,0.59825,0.98144,0.0090892,0.0090892,0.0090892
48,12720.2,0.8252,0.61037,1.02018,0.86333,0.83926,0.90078,0.70386,0.77558,0.59836,0.98154,0.0090694,0.0090694,0.0090694
49,12984.9,0.82313,0.61161,1.02074,0.86246,0.83856,0.90123,0.70524,0.77524,0.59847,0.98207,0.0090496,0.0090496,0.0090496
50,13247.5,0.82177,0.60555,1.01979,0.86456,0.83872,0.90097,0.70571,0.7748,0.59839,0.98199,0.0090298,0.0090298,0.0090298
51,13513.7,0.81791,0.60193,1.01982,0.86264,0.83974,0.9018,0.70585,0.77374,0.59731,0.9813,0.00901,0.00901,0.00901
52,13783.5,0.81445,0.5991,1.01551,0.86112,0.8416,0.9021,0.70557,0.77331,0.59625,0.98112,0.0089902,0.0089902,0.0089902
53,14051,0.81453,0.60014,1.01988,0.85953,0.84388,0.90278,0.70647,0.77293,0.59528,0.98129,0.0089704,0.0089704,0.0089704
54,14317.6,0.81223,0.60027,1.01685,0.8566,0.84725,0.90345,0.70716,0.77222,0.59364,0.98124,0.0089506,0.0089506,0.0089506
55,14585.5,0.80498,0.59884,1.01413,0.85979,0.84772,0.90399,0.70775,0.77065,0.5931,0.98048,0.0089308,0.0089308,0.0089308
56,14856.2,0.80657,0.59246,1.01234,0.85181,0.85468,0.90444,0.70865,0.76987,0.59245,0.97998,0.008911,0.008911,0.008911
57,15124.8,0.80957,0.594,1.01553,0.85323,0.85461,0.90478,0.70905,0.76916,0.59279,0.97935,0.0088912,0.0088912,0.0088912
58,15394.7,0.80222,0.59318,1.01343,0.85172,0.8549,0.90459,0.70904,0.76857,0.59227,0.97909,0.0088714,0.0088714,0.0088714
59,15666.2,0.80594,0.59066,1.01471,0.85196,0.8553,0.90508,0.70968,0.76813,0.59112,0.97848,0.0088516,0.0088516,0.0088516
60,15937.5,0.80014,0.58812,1.01061,0.85045,0.85877,0.90498,0.70957,0.76862,0.59052,0.97842,0.0088318,0.0088318,0.0088318
61,16207,0.80053,0.58899,1.01153,0.85019,0.85945,0.90366,0.70887,0.76895,0.59095,0.97854,0.008812,0.008812,0.008812
62,16477.6,0.79826,0.58433,1.01019,0.84871,0.86035,0.90341,0.70779,0.76899,0.59065,0.9785,0.0087922,0.0087922,0.0087922
63,16747.7,0.79605,0.58689,1.00834,0.84783,0.86115,0.90324,0.70765,0.76994,0.59067,0.97955,0.0087724,0.0087724,0.0087724
64,17016.7,0.79317,0.58183,1.00697,0.84746,0.86149,0.90278,0.70803,0.77021,0.59064,0.98003,0.0087526,0.0087526,0.0087526
65,17284.2,0.79265,0.57842,1.00746,0.84737,0.86191,0.90284,0.70834,0.76986,0.59065,0.97986,0.0087328,0.0087328,0.0087328
66,17554.4,0.79246,0.58175,1.00946,0.84807,0.86056,0.903,0.7088,0.76989,0.5906,0.9801,0.008713,0.008713,0.008713
67,17825,0.78844,0.57631,1.00564,0.84727,0.86192,0.90313,0.7093,0.7693,0.59016,0.97983,0.0086932,0.0086932,0.0086932
68,18095.1,0.78652,0.57239,1.00677,0.84617,0.86123,0.90215,0.70904,0.76906,0.58999,0.97997,0.0086734,0.0086734,0.0086734
69,18370.3,0.78986,0.57658,1.00652,0.85727,0.85092,0.9023,0.70952,0.76859,0.58964,0.97984,0.0086536,0.0086536,0.0086536
70,18639.3,0.78622,0.57445,1.00425,0.84229,0.86812,0.90261,0.71035,0.76815,0.58946,0.97938,0.0086338,0.0086338,0.0086338
71,18906.9,0.78309,0.57108,1.00507,0.83784,0.87078,0.90163,0.71011,0.76798,0.58992,0.97898,0.008614,0.008614,0.008614
72,19175.1,0.7809,0.57038,1.00495,0.84001,0.8696,0.90211,0.71113,0.76723,0.58984,0.97875,0.0085942,0.0085942,0.0085942
73,19439.9,0.78447,0.57363,1.00634,0.83891,0.87044,0.90212,0.71132,0.76686,0.58908,0.97853,0.0085744,0.0085744,0.0085744
74,19707.7,0.78197,0.56897,1.00376,0.84492,0.86371,0.90251,0.712,0.76573,0.58855,0.97829,0.0085546,0.0085546,0.0085546
75,19976.6,0.77992,0.57035,1.00277,0.8487,0.86168,0.90253,0.71196,0.76571,0.58834,0.97848,0.0085348,0.0085348,0.0085348
76,20244.2,0.77884,0.56821,1.00133,0.84959,0.86131,0.90236,0.71232,0.76562,0.58788,0.97837,0.008515,0.008515,0.008515
77,20511.2,0.77598,0.56507,1.0023,0.84528,0.86697,0.9025,0.71266,0.76612,0.58857,0.97908,0.0084952,0.0084952,0.0084952
78,20777.1,0.77605,0.56371,1.00127,0.84267,0.87139,0.90273,0.71256,0.76614,0.58759,0.97916,0.0084754,0.0084754,0.0084754
79,21045.5,0.77371,0.56345,1.00043,0.84232,0.8699,0.90284,0.71259,0.76625,0.58814,0.97959,0.0084556,0.0084556,0.0084556
80,21313.1,0.77102,0.55828,0.99792,0.84857,0.86469,0.90309,0.71287,0.76599,0.58708,0.97935,0.0084358,0.0084358,0.0084358
81,21580.7,0.77336,0.56116,1.0011,0.85267,0.86291,0.90296,0.7127,0.76506,0.58575,0.97933,0.008416,0.008416,0.008416
82,21844.2,0.77214,0.56009,1.00052,0.85078,0.86531,0.9032,0.71352,0.76418,0.58508,0.97893,0.0083962,0.0083962,0.0083962
83,22110.4,0.77044,0.56083,0.99908,0.84639,0.86696,0.90308,0.71409,0.76321,0.58484,0.97794,0.0083764,0.0083764,0.0083764
84,22376.8,0.77021,0.56342,0.99961,0.83011,0.88301,0.90302,0.71451,0.76201,0.58501,0.97732,0.0083566,0.0083566,0.0083566
85,22640.9,0.76748,0.55773,0.9967,0.84677,0.8644,0.90237,0.71421,0.76163,0.58524,0.97698,0.0083368,0.0083368,0.0083368
86,22905.2,0.76919,0.5543,0.99719,0.84749,0.86364,0.90256,0.71448,0.76256,0.58594,0.97731,0.008317,0.008317,0.008317
87,23172.8,0.76844,0.55192,0.99836,0.84845,0.86172,0.9021,0.7144,0.7627,0.58591,0.97711,0.0082972,0.0082972,0.0082972
88,23440.3,0.76078,0.55766,0.99637,0.83026,0.87994,0.90205,0.71378,0.76304,0.5859,0.97721,0.0082774,0.0082774,0.0082774
89,23705.2,0.75916,0.54857,0.99371,0.85302,0.85478,0.90174,0.71393,0.76263,0.58628,0.97684,0.0082576,0.0082576,0.0082576
90,23972.5,0.7574,0.54997,0.99393,0.82892,0.88093,0.90124,0.71371,0.76309,0.58823,0.97712,0.0082378,0.0082378,0.0082378
91,24241.3,0.76292,0.54965,0.99527,0.85644,0.85202,0.90033,0.71267,0.7634,0.58936,0.97746,0.008218,0.008218,0.008218
92,24511.6,0.76137,0.55199,0.99358,0.855,0.85312,0.90017,0.71218,0.76373,0.58983,0.97782,0.0081982,0.0081982,0.0081982
93,24775,0.75972,0.55147,0.9949,0.85623,0.85258,0.90021,0.7117,0.7632,0.59081,0.9776,0.0081784,0.0081784,0.0081784
94,25036.3,0.75606,0.54593,0.9928,0.85281,0.85486,0.89973,0.71154,0.7638,0.59084,0.97812,0.0081586,0.0081586,0.0081586
95,25300.8,0.75567,0.54673,0.99298,0.85491,0.8531,0.89951,0.71074,0.76444,0.59146,0.97851,0.0081388,0.0081388,0.0081388
96,25564.1,0.75851,0.54432,0.99362,0.84616,0.86111,0.89967,0.71023,0.76459,0.59217,0.97862,0.008119,0.008119,0.008119
97,25826.7,0.75835,0.54659,0.99395,0.85772,0.85099,0.89952,0.71066,0.76438,0.59253,0.97855,0.0080992,0.0080992,0.0080992
98,26090.6,0.75829,0.54704,0.99289,0.85587,0.85279,0.89871,0.71018,0.76347,0.59398,0.97792,0.0080794,0.0080794,0.0080794
99,26352.7,0.7587,0.54682,0.99404,0.85716,0.85122,0.8983,0.70993,0.76409,0.59562,0.97817,0.0080596,0.0080596,0.0080596
100,26642.7,0.75553,0.54505,0.99393,0.85486,0.85263,0.89784,0.70899,0.7646,0.59663,0.97838,0.0080398,0.0080398,0.0080398
101,26910.8,0.75229,0.54449,0.99185,0.85553,0.85164,0.89791,0.70838,0.76427,0.59774,0.9783,0.00802,0.00802,0.00802
102,27178.8,0.75007,0.54202,0.98947,0.84866,0.8573,0.89715,0.70754,0.76494,0.59933,0.9787,0.0080002,0.0080002,0.0080002
103,27442.3,0.7503,0.53834,0.9895,0.83759,0.87014,0.89709,0.7079,0.76477,0.59963,0.97862,0.0079804,0.0079804,0.0079804
104,27704.6,0.75227,0.54134,0.99145,0.84892,0.85525,0.89681,0.70762,0.76406,0.6,0.97835,0.0079606,0.0079606,0.0079606
105,27969.5,0.74746,0.53865,0.98796,0.85898,0.84735,0.89689,0.70776,0.76349,0.60031,0.97798,0.0079408,0.0079408,0.0079408
106,28234.7,0.7552,0.54219,0.9933,0.85825,0.84898,0.89672,0.70792,0.76237,0.60049,0.97712,0.007921,0.007921,0.007921
107,28504.3,0.74762,0.53869,0.98937,0.8542,0.85043,0.89611,0.70753,0.76294,0.60165,0.97723,0.0079012,0.0079012,0.0079012
108,28770.6,0.7493,0.53606,0.98985,0.85706,0.84707,0.89533,0.70769,0.76319,0.60331,0.97708,0.0078814,0.0078814,0.0078814
109,29036.6,0.75062,0.53947,0.99155,0.85878,0.84572,0.89499,0.70788,0.76309,0.60472,0.97658,0.0078616,0.0078616,0.0078616
110,29303,0.74532,0.534,0.98827,0.85693,0.84574,0.89375,0.70695,0.76281,0.60629,0.97624,0.0078418,0.0078418,0.0078418
111,29567.9,0.74187,0.53299,0.98469,0.85754,0.843,0.89319,0.70695,0.76265,0.60743,0.9756,0.007822,0.007822,0.007822
112,29830.6,0.74548,0.53687,0.9888,0.83469,0.86818,0.89268,0.70635,0.76285,0.60834,0.9758,0.0078022,0.0078022,0.0078022
113,30093.1,0.74042,0.53625,0.9867,0.8337,0.86764,0.8929,0.7068,0.76244,0.60892,0.97558,0.0077824,0.0077824,0.0077824
114,30354.7,0.74066,0.52932,0.98549,0.85486,0.84279,0.89219,0.70617,0.76317,0.60984,0.97582,0.0077626,0.0077626,0.0077626
115,30623.3,0.74231,0.53211,0.98482,0.83648,0.86054,0.89181,0.70563,0.76331,0.6109,0.97608,0.0077428,0.0077428,0.0077428
116,30892.6,0.737,0.52974,0.9853,0.83765,0.8609,0.89251,0.7057,0.76443,0.6117,0.97665,0.007723,0.007723,0.007723
117,31156.2,0.73818,0.52836,0.98387,0.83536,0.86094,0.89232,0.70506,0.76517,0.61214,0.97698,0.0077032,0.0077032,0.0077032
118,31418.5,0.73891,0.53028,0.98648,0.82872,0.87065,0.89253,0.70496,0.76554,0.61285,0.97688,0.0076834,0.0076834,0.0076834
119,31682,0.74136,0.53111,0.98787,0.82982,0.86989,0.89268,0.70533,0.76558,0.61432,0.97687,0.0076636,0.0076636,0.0076636
120,31944,0.73946,0.52954,0.98656,0.8285,0.86946,0.8926,0.70501,0.76587,0.61606,0.97694,0.0076438,0.0076438,0.0076438
121,32205.7,0.73892,0.53267,0.98604,0.82809,0.86889,0.89237,0.70466,0.76577,0.61723,0.97663,0.007624,0.007624,0.007624
122,32468.6,0.74041,0.52804,0.98692,0.82853,0.86678,0.8926,0.70469,0.76662,0.61886,0.97675,0.0076042,0.0076042,0.0076042
123,32732.4,0.73583,0.52898,0.98461,0.82997,0.86645,0.89262,0.7053,0.76722,0.61778,0.97687,0.0075844,0.0075844,0.0075844
124,32997.6,0.73313,0.5281,0.98376,0.83436,0.86124,0.89255,0.70519,0.76756,0.61733,0.97719,0.0075646,0.0075646,0.0075646
125,33262.6,0.73635,0.52698,0.9851,0.83886,0.85688,0.89225,0.70448,0.76811,0.618,0.97739,0.0075448,0.0075448,0.0075448
126,33527.9,0.73211,0.52577,0.98505,0.83312,0.86363,0.89245,0.70445,0.76929,0.61692,0.97796,0.007525,0.007525,0.007525
127,33792.5,0.73085,0.52268,0.98271,0.8303,0.8648,0.89193,0.70382,0.76986,0.61688,0.9782,0.0075052,0.0075052,0.0075052
128,34052.3,0.73214,0.52425,0.98516,0.84013,0.85484,0.89224,0.70362,0.76978,0.61604,0.97794,0.0074854,0.0074854,0.0074854
129,34313.8,0.73431,0.52285,0.98485,0.83835,0.85706,0.89219,0.70401,0.7704,0.61637,0.9785,0.0074656,0.0074656,0.0074656
130,34573.8,0.7328,0.52085,0.9841,0.83429,0.86105,0.89178,0.70436,0.77059,0.61673,0.97842,0.0074458,0.0074458,0.0074458
131,34836.1,0.72975,0.52047,0.98204,0.83732,0.86085,0.89163,0.70448,0.77111,0.61731,0.97869,0.007426,0.007426,0.007426
132,35096.4,0.73035,0.52088,0.98182,0.83723,0.86086,0.89156,0.70422,0.77137,0.618,0.97881,0.0074062,0.0074062,0.0074062
133,35356.3,0.73081,0.52065,0.98167,0.83596,0.86121,0.89149,0.70411,0.7716,0.61923,0.97891,0.0073864,0.0073864,0.0073864
134,35624.5,0.72682,0.51867,0.98226,0.83671,0.85991,0.89112,0.70394,0.77157,0.61959,0.97883,0.0073666,0.0073666,0.0073666
,,,,,,,,,,,,,,
,,0.72682,0.51867,0.98167,0.86456,0.88301,0.90508,0.71451,,,,,,
